10:58:01.657000	10:58:01.657000	Program Start
10:58:03.237000	10:58:03.237000	Program Start
10:58:07.499000	10:58:07.499000	Program End
10:58:32.170000	10:58:32.170000	Program End
10:58:40.448000	10:58:40.448000	Program Start
10:58:40.908000	10:58:40.908000	Program Start
10:59:18.324000	10:59:18.324000	LIST00000.txt is selected
10:59:18.324000	10:59:18.324000	User info : LIST00000_F_UU000_44_수도권_녹음실
10:59:33.850000	10:59:38.882000	#정하경님
10:59:39.656000	10:59:44.703000	#김태성님
11:00:00.116000	11:00:00.116000	Program End
11:00:18.044000	11:00:18.044000	Program End
11:47:24.183000	11:47:24.183000	Program Start
11:47:51.668000	11:47:51.668000	LIST00000.txt is selected
11:47:51.668000	11:47:51.668000	User info : LIST00000_F_YJS00_41_수도권_실내
11:48:44.997000	11:48:50.576000	#정하경님
11:48:51.337000	11:48:55.153000	#김태성님
11:48:55.882000	11:48:58.701000	#백도연님
11:48:59.422000	11:49:02.284000	#박수민님
11:49:03.024000	11:49:05.920000	#곽소영님
11:49:06.672000	11:49:10.570000	#타조페란 사쩜오 그램
11:49:11.307000	11:49:15.906000	#아세트아미노펜 일 그램 백 밀리리터
11:49:16.661000	11:49:19.956000	#몰핀 설페이트 오 밀리그램
11:49:20.693000	11:49:24.559000	#세프트리악손 이 그램
11:49:25.296000	11:49:28.892000	#에소메프라졸 사십 밀리그램
11:49:29.632000	11:49:34.120000	#메트로니다졸 오백 밀리그램
11:49:34.868000	11:49:39.551000	#메토클로프라미드 십 밀리그램
11:49:40.295000	11:49:43.679000	#세페핌 일 그램
11:49:44.430000	11:49:47.997000	#클로르페니라민 사 밀리그램
11:49:48.731000	11:49:54.109000	#소듐 바이카보네이트 팔쩜사 퍼센트 이십 밀리리터
11:49:54.868000	11:49:58.156000	#덱사메타손 오 밀리그램
11:49:58.919000	11:50:05.026000	#엘-오르니틴-엘-아스파르테이트 오 그램 십 밀리리터
11:50:05.772000	11:50:11.726000	#트라넥사믹 엑시드 오백 밀리그램 오 밀리리터
11:50:12.492000	11:50:16.763000	#레보플록사신 칠백오십 밀리그램
11:50:17.510000	11:50:20.919000	#푸로세마이드 이십 밀리그램
11:50:21.653000	11:50:24.852000	#파모티딘 이십 밀리그램
11:50:25.614000	11:50:28.928000	#휴물린알 천 유닛 십 밀리리터
11:50:29.685000	11:50:32.875000	#메로페넴 오백 밀리그램
11:50:33.627000	11:50:37.425000	#알부민 이십 퍼센트 백 밀리리터
11:50:38.175000	11:50:41.452000	#노르에피네프린 십 밀리그램
11:50:42.176000	11:50:45.368000	@하이드로코르티손 백 밀리그램
11:50:45.994000	11:50:50.887000	#하이드로코르티손 백 밀리그램
11:50:51.637000	11:50:55.605000	#헤파린 천 유닛 십 밀리리터
11:50:56.339000	11:51:00.320000	#판토프라졸 사십 밀리그램
11:51:01.058000	11:51:04.434000	#케토롤락 삼십 밀리그램
11:51:05.138000	11:51:08.615000	#만니톨 이십 퍼센트 백 밀리리터
11:51:09.347000	11:51:14.641000	#메틸프레드니솔론 백이십오 밀리그램
11:51:15.373000	11:51:19.913000	#필그라스팀 삼백 마이크로그램
11:51:20.629000	11:51:22.893000	#반코마이신 일그램
11:51:23.615000	11:51:26.398000	#페치딘 오십 밀리그램
11:51:27.112000	11:51:29.888000	#세파졸린 일 그램
11:51:30.615000	11:51:33.993000	#니카르디핀 십 밀리그램
11:51:34.717000	11:51:38.678000	#카목실린 일쩜이 그램
11:51:39.379000	11:51:42.078000	#에피네프린 일 밀리그램
11:51:42.821000	11:51:45.097000	#미다졸람 오 밀리그램
11:51:45.819000	11:51:49.002000	#암브록솔 십오 밀리그램
